Player ▲,Nation,Pos,Squad,Comp,Age,Gls,Ast,Cluster,Cluster_Prob
Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,29,0.24,0.12,2,1.0
Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20,0.29,0.2,2,0.9999999999999689
Bojan Miovski,mk MKD,FW,Girona,es La Liga,25,0.21,0.1,0,0.9995301591392491
Rafa Mir,es ESP,"FW,MF",Valencia,es La Liga,27,0.12,0.24,0,0.9999894901957959
Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,20,0.16,0.16,2,0.9999999999900622
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27,0.35,0.14,2,1.0
Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,27,0.19,0.0,6,1.0
Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,19,0.0,0.0,0,0.9973743742770751
Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26,0.36,0.0,2,0.9999999109322855
Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20,0.2,0.03,2,1.0
Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,32,0.0,0.0,0,0.9999994811456996
Jeremy Monga,eng ENG,"FW,MF",Leicester City,eng Premier League,15,0.0,0.0,0,0.9999896983024086
Mikey Moore,eng ENG,FW,Tottenham,eng Premier League,16,0.0,0.24,0,0.9999752998911838
Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,31,0.41,0.0,2,0.999983830193564
Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32,0.38,0.25,3,1.0
Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,27,0.13,0.09,2,0.9999999994240372
Raúl Moro,es ESP,"MF,FW",Valladolid,es La Liga,21,0.15,0.19,2,1.0
Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24,0.33,0.07,2,0.999999970668362
Dany Mota,pt POR,"FW,MF",Monza,it Serie A,26,0.21,0.09,2,0.9999999999802398
Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,19,0.87,0.43,0,1.0
Steve Mounié,bj BEN,"FW,MF",Augsburg,de Bundesliga,29,0.26,0.0,0,1.0
Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,23,0.0,0.0,0,1.0
Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,34,0.07,0.29,2,1.0
Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28,0.17,0.08,2,0.9999999979951193
Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23,0.75,0.09,2,0.999999969369026
Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,30,0.31,0.09,5,1.0
Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,29,0.31,0.46,2,1.0
Yunus Musah,us USA,"MF,FW",Milan,it Serie A,21,0.0,0.11,2,0.999999999965488
Florent Muslija,xk KVX,"FW,MF",Freiburg,de Bundesliga,26,0.0,0.0,0,0.9999975887093032
Kingstone Mutandwa,zm ZAM,"FW,MF",Cagliari,it Serie A,21,0.0,0.0,0,0.9999985928363244
Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,23,0.0,0.0,0,0.9999993442034204
Nathan N'Goumou,cm CMR,FW,Gladbach,de Bundesliga,24,0.22,0.11,2,0.9999339206365054
Djylian N'Guessan,fr FRA,FW,Saint-Étienne,fr Ligue 1,15,0.0,0.0,0,0.999999990908389
Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,24,0.37,0.07,2,0.9999999999631219
Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,fr Ligue 1,22,0.26,0.17,2,1.0
Roberto Navarro,es ESP,"MF,FW",Mallorca,es La Liga,22,0.07,0.0,2,1.0
Jesús Navas,es ESP,"FW,MF",Sevilla,es La Liga,38,0.21,0.0,0,0.9999946530790598
Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,24,0.33,0.0,1,0.9999999999994067
Junior Ndiaye,fr FRA,FW,Montpellier,fr Ligue 1,19,0.0,0.0,0,0.9999688983658513
Dan Ndoye,ch SUI,FW,Bologna,it Serie A,23,0.34,0.17,1,1.0
Loïc Nego,hu HUN,"DF,FW",Le Havre,fr Ligue 1,33,0.0,0.0,4,0.99511403653961
Reiss Nelson,eng ENG,FW,Fulham,eng Premier League,24,0.19,0.19,0,0.9999932258328821
David Neres,br BRA,FW,Napoli,it Serie A,27,0.14,0.28,2,1.0
Pedro Neto,pt POR,FW,Chelsea,eng Premier League,24,0.16,0.24,2,0.9999999999985969
Cyril Ngonge,be BEL,FW,Napoli,it Serie A,24,0.0,0.0,0,0.9999999999999964
Steve Ngoura,fr FRA,FW,Le Havre,fr Ligue 1,19,0.0,0.0,0,0.9999999940576352
Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,25,0.29,0.1,3,0.9952549803142282
Eybi Nije,se SWE,"FW,MF",Torino,it Serie A,19,0.23,0.0,0,0.9978532018013595
Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,23,0.28,0.19,2,0.985074961418976
Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,eng Premier League,25,0.26,0.09,5,1.0
Christopher Nkunku,fr FRA,FW,Chelsea,eng Premier League,26,0.29,0.2,2,0.9738968294847504
Lukas Nmecha,de GER,"FW,MF",Wolfsburg,de Bundesliga,25,0.58,0.0,0,0.9999999999999893
Arnaud Nordin,fr FRA,FW,Montpellier,fr Ligue 1,26,0.31,0.08,5,1.0
Brooke Norton-Cuffy,eng ENG,"DF,FW",Genoa,it Serie A,20,0.0,0.0,2,0.9975815801570332
Tijjani Noslin,nl NED,"FW,MF",Lazio,it Serie A,25,0.21,0.21,0,0.7451079042319084
Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,26,0.24,0.0,2,0.9208194677298882
Ernest Nuamah,gh GHA,"FW,MF",Lyon,fr Ligue 1,20,0.26,0.09,2,0.999999996912142
Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,25,0.4,0.16,2,0.9999999999996174
Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,eng Premier League,17,0.4,0.2,2,1.0
M'Bala Nzola,ao ANG,FW,Lens,fr Ligue 1,27,0.37,0.06,5,0.9999999999999858
Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,eng Premier League,16,0.0,0.0,0,0.999999999788475
Lucas Ocampos,ar ARG,FW,Sevilla,es La Liga,30,0.0,0.53,0,0.999999991117452
Jens Odgaard,dk DEN,"MF,FW",Bologna,it Serie A,25,0.28,0.05,2,0.9999999999492282
Wilson Odobert,fr FRA,"FW,MF",Tottenham,eng Premier League,19,0.11,0.0,0,0.9820816219835848
Chiedozie Ogbene,ie IRL,FW,Ipswich Town,eng Premier League,27,0.0,0.0,0,0.9999739407352252
Hamzat Ojediran,ng NGA,"MF,FW",Lens,fr Ligue 1,20,0.22,0.0,0,0.9999999957161698
Noah Okafor,ch SUI,FW,Milan,it Serie A,24,0.22,0.0,0,0.9999821258618838
Kazeem Olaigbe,be BEL,"MF,FW",Rennes,fr Ligue 1,21,0.0,0.61,0,0.9999999999316445
Ben Old,nz NZL,"FW,MF",Saint-Étienne,fr Ligue 1,21,0.0,0.0,0,0.9943225853333812
Michael Olise,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,22,0.46,0.58,2,1.0
Dani Olmo,es ESP,"MF,FW",Barcelona,es La Liga,26,0.74,0.22,3,0.9999999999994778
Ado Onaiwu,jp JPN,"MF,FW",Auxerre,fr Ligue 1,28,0.38,0.09,4,0.9999999999947864
Jacob Ondrejka,se SWE,"MF,FW",Parma,it Serie A,21,1.06,0.0,0,0.9999999999999782
Karim Onisiwo,at AUT,"MF,FW",Mainz 05,de Bundesliga,32,0.0,0.0,0,0.9999999988148449
Paul Onuachu,ng NGA,FW,Southampton,eng Premier League,30,0.34,0.09,2,0.9999999944847175
Loïs Openda,be BEL,"FW,MF",RB Leipzig,de Bundesliga,24,0.33,0.18,5,0.9999999999994547
Christopher Operi,ci CIV,"DF,FW",Le Havre,fr Ligue 1,27,0.0,0.15,4,1.0
Gift Orban,ng NGA,FW,Hoffenheim,de Bundesliga,22,0.53,0.0,0,0.9988994119316763
Gift Orban,ng NGA,"FW,DF",Lyon,fr Ligue 1,22,0.95,0.0,0,0.9999999999609868
Gaetano Oristanio,it ITA,"FW,MF",Venezia,it Serie A,21,0.12,0.12,2,0.9999999999998486
Riccardo Orsolini,it ITA,FW,Bologna,it Serie A,27,0.72,0.19,3,0.999999999999245
Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,es La Liga,19,0.34,0.0,0,0.9999892914694785
William Osula,dk DEN,FW,Newcastle Utd,eng Premier League,20,0.67,0.0,0,1.0
Dango Ouattara,bf BFA,FW,Bournemouth,eng Premier League,22,0.31,0.18,2,1.0
Guimissongui Ouattara,fr FRA,"DF,FW",Strasbourg,fr Ligue 1,18,0.19,0.19,0,0.9999943509608726
Kassoum Ouattara,fr FRA,"DF,FW",Monaco,fr Ligue 1,19,0.0,0.23,0,0.9999999995395203
Remi Oudin,fr FRA,"MF,FW",Lecce,it Serie A,27,0.0,0.0,0,0.9999703083802719
Mikel Oyarzabal,es ESP,FW,Real Sociedad,es La Liga,27,0.36,0.12,5,1.0
Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,es La Liga,29,0.17,0.17,2,0.9999999999951532
Cole Palmer,eng ENG,"MF,FW",Chelsea,eng Premier League,22,0.42,0.23,7,1.0
Lucas Paquetá,br BRA,"MF,FW",West Ham,eng Premier League,26,0.15,0.0,4,0.9999999999992077
Álvaro Pascual,es ESP,FW,Sevilla,es La Liga,22,0.22,0.0,0,0.9570995458680844
Leonardo Pavoletti,it ITA,"FW,MF",Cagliari,it Serie A,35,0.41,0.0,0,0.9999999999989315
Nicolas Pays,fr FRA,"FW,MF",Montpellier,fr Ligue 1,20,0.0,0.0,0,0.9999972804117082
Nicolás Paz,ar ARG,"MF,FW",Como,it Serie A,19,0.2,0.27,7,1.0
Pedro,es ESP,"FW,MF",Lazio,it Serie A,37,0.82,0.08,3,1.0
Jordan Pefok,us USA,FW,Union Berlin,de Bundesliga,28,0.0,0.1,0,0.6838641604406572
Jordan Pefok,us USA,FW,Reims,fr Ligue 1,28,0.24,0.0,0,0.9999979227176035
Pietro Pellegri,it ITA,FW,Empoli,it Serie A,23,0.65,0.0,0,0.9999999999152305
Mateo Pellegrino,ar ARG,FW,Parma,it Serie A,23,0.37,0.12,0,0.6388064028193153
Rubén Peña,es ESP,"FW,DF",Osasuna,es La Liga,33,0.0,0.0,2,0.9999213399783425
Nicolas Pépé,ci CIV,"FW,MF",Villarreal,es La Liga,29,0.18,0.36,2,0.99999999998112
Peque,es ESP,"MF,FW",Sevilla,es La Liga,21,0.08,0.08,2,0.9999999999676614
Sergiu Perciun,md MDA,"FW,MF",Torino,it Serie A,18,0.0,0.0,0,0.9999999992867004
Mathias Pereira Lage,pt POR,"FW,MF",Brest,fr Ligue 1,27,0.11,0.4,2,0.9999999999999991
Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,31,0.87,0.09,2,0.9999999999939537
Carles Pérez,es ESP,"MF,FW",Getafe,es La Liga,26,0.19,0.0,2,0.9999999999847438
Francisco Perez,es ESP,"FW,MF",Valencia,es La Liga,21,0.0,0.0,0,0.9999999998767235
Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,fr Ligue 1,28,0.33,0.37,2,0.999999999999952
Andrea Petagna,it ITA,FW,Monza,it Serie A,29,0.0,0.0,0,0.9999480214754474
Giuseppe Pezzella,it ITA,"DF,FW",Empoli,it Serie A,26,0.0,0.09,4,0.9977479774846258
Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,eng Premier League,22,0.38,0.0,0,0.9999205152443165
Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,0.0,0.0,6,1.0
Roberto Piccoli,it ITA,FW,Cagliari,it Serie A,23,0.29,0.03,5,1.0
Benedikt Pichler,at AUT,FW,Holstein Kiel,de Bundesliga,27,0.11,0.23,2,0.9559380766930633
Marvin Pieringer,de GER,"FW,MF",Heidenheim,de Bundesliga,24,0.29,0.16,5,1.0
Santiago Pierotti,ar ARG,FW,Lecce,it Serie A,23,0.19,0.09,4,0.9999994918099636
Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25,0.32,0.03,5,1.0
Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,21,0.19,0.33,2,1.0
Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,31,0.52,0.19,4,1.0
Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,29,0.34,0.0,5,0.9999997544986136
Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,30,0.1,0.13,2,0.9999999999952851
Portu,es ESP,"FW,MF",Girona,es La Liga,32,0.11,0.23,0,0.9738399719849423
Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30,0.48,0.0,0,0.99999999999417
Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,31,0.39,0.0,3,0.9999999999991029
Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28,0.0,0.0,0,0.9999999963569817
Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26,0.36,0.12,5,0.9999999999999734
Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,25,0.4,0.33,7,1.0
Dani Raba,es ESP,"FW,MF",Leganés,es La Liga,28,0.38,0.29,3,0.9999999999999964
Benito Ramírez,es ESP,"DF,FW",Las Palmas,es La Liga,29,0.0,0.0,6,1.0
Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,29,0.4,0.13,4,0.9999999999994555
Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23,0.85,0.25,3,0.99999999234692
Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,23,0.06,0.17,4,1.0
Lilian Raolisoa,fr FRA,"DF,FW",Angers,fr Ligue 1,24,0.0,0.21,4,1.0
Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,27,0.57,0.29,7,1.0
Marcus Rashford,eng ENG,FW,Aston Villa,eng Premier League,26,0.41,0.41,3,1.0
Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,26,0.37,0.09,2,0.9999999993827284
Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24,0.49,0.08,2,0.9999999999122524
Raúl,es ESP,"FW,MF",Osasuna,es La Liga,23,0.48,0.0,0,0.8193804003283225
Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,25,0.0,0.0,0,0.9997302970647101
Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,30,0.11,0.0,6,1.0
Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25,0.94,0.3,5,1.0
Richarlison,br BRA,FW,Tottenham,eng Premier League,27,0.71,0.18,0,0.9999998485919396
Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,22,0.1,0.31,2,0.999999998224407
Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,30,0.16,0.1,1,0.9999999917047759
Jay Robinson,eng ENG,"MF,FW",Southampton,eng Premier League,17,0.0,0.0,0,1.0
Rodri,es ESP,FW,Betis,es La Liga,24,0.0,0.0,0,0.9999999574708616
Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20,0.21,0.0,2,0.9968487735632504
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,26,0.07,0.27,4,1.0
Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36,0.17,0.29,2,0.9999999999999966
James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33,0.0,0.0,0,0.9999999999967395
Jesus Rodríguez,es ESP,FW,Betis,es La Liga,18,0.16,0.0,2,0.999999999999976
Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,23,0.28,0.23,2,1.0
Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,0.23,0.29,2,0.9999999999594014
Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22,0.0,0.09,2,0.9999999999999343
Isaac Romero,es ESP,FW,Sevilla,es La Liga,24,0.17,0.08,5,1.0
Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,19,0.0,0.0,3,1.0
Vitor Roque,br BRA,FW,Betis,es La Liga,19,0.29,0.0,2,0.9999999999240852
Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21,0.33,0.33,2,0.9999999993338884
Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28,0.07,0.21,2,0.9999999988003454
Abel Ruiz,es ESP,FW,Girona,es La Liga,24,0.27,0.0,3,0.9954444480399919
Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22,0.27,0.16,2,0.9999999999999734
Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24,0.3,0.2,2,0.9999999999999956
Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26,0.0,0.0,0,0.9554793664662531
Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27,0.0,0.0,0,0.9999899935573263
Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27,0.54,0.0,2,0.9999389613476192
Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25,0.45,0.19,2,1.0
Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23,0.21,0.21,2,1.0
Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29,0.3,0.0,0,0.7974229232955442
Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22,0.31,0.52,1,1.0
Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22,0.25,0.25,0,0.9993915693006883
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32,0.77,0.48,7,1.0
Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24,0.0,0.0,0,0.9997959633120361
Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28,0.16,0.23,2,0.9999999996081499
Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27,0.0,0.0,0,0.9999999689679133
Antonio Sanabria,py PAR,FW,Torino,it Serie A,28,0.14,0.07,5,0.9999730046944333
Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35,0.0,0.0,0,0.999969845013968
Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31,0.13,0.06,2,0.9999999999998799
Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24,0.15,0.2,2,1.0
Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28,0.6,0.27,2,0.9999999999999991
Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,23,0.12,0.12,2,0.9999976697806023
Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32,0.33,0.22,2,0.9999999979333345
Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23,0.19,0.05,2,0.999999998470579
Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,20,0.05,0.41,2,1.0
Oliver Scarles,eng ENG,"DF,FW",West Ham,eng Premier League,18,0.0,0.0,0,0.6748393313993152
Kevin Schade,de GER,FW,Brentford,eng Premier League,22,0.43,0.08,2,0.9999999999999818
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28,1.12,0.0,5,0.9999672207734956
Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30,0.0,0.0,0,0.9999999989337152
Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,25,0.23,0.23,2,1.0
Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21,0.0,0.0,0,0.9999996601550025
Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24,0.31,0.14,7,0.9957838351040739
Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,21,0.0,0.0,0,1.0
Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21,0.49,0.19,5,0.9999999999999964
Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,24,0.63,0.31,0,0.9880266745629258
Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29,0.33,0.33,2,0.9999998569687922
Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21,0.24,0.24,2,0.9999341835195021
André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,28,0.67,1.33,3,1.0
André Silva,pt POR,FW,Werder Bremen,de Bundesliga,28,0.24,0.0,3,1.0
Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,29,0.13,0.13,4,0.9999592308670406
Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22,0.48,0.14,5,0.9994449937443577
Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,24,0.32,0.11,2,0.9988103134378055
Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23,0.51,0.14,2,0.9999998908539343
Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29,0.21,0.21,0,0.9999929091604776
Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,29,0.28,0.34,1,1.0
Danel Sinani,lu LUX,"FW,MF",St. Pauli,de Bundesliga,27,0.14,0.14,2,1.0
Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,24,0.2,0.31,5,0.9999734626882179
Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25,0.38,0.38,0,0.9999999999999991
Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,28,0.33,0.11,5,0.9999999998311688
Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,27,0.0,0.16,2,0.9997144704946632
Andreas Skov Olsen,dk DEN,"FW,MF",Wolfsburg,de Bundesliga,24,0.17,0.17,0,0.9999724407322004
Steven Skrzybski,de GER,"MF,FW",Holstein Kiel,de Bundesliga,31,0.41,0.2,4,1.0
Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25,0.0,0.09,2,0.9999999100204238
Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,26,0.37,0.12,5,1.0
Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,25,0.0,0.0,0,0.9228383435068533
Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,27,0.06,0.06,2,1.0
Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,28,1.15,0.11,5,1.0
Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,24,0.3,0.0,0,0.999999928950415
Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,33,0.05,0.05,4,1.0
Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25,0.0,0.0,0,0.9999999960011099
Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25,0.11,0.11,0,0.9999658007356858
Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,23,0.24,0.19,2,0.999999999873113
Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,31,0.06,0.06,2,1.0
Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,19,0.57,0.19,2,0.9999999990788702
Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,19,0.29,0.0,0,0.9999903883623219
Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,29,0.0,0.36,0,0.999682231447286
Ross Stewart,sct SCO,FW,Southampton,eng Premier League,28,0.23,0.0,0,0.9999401905955515
Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,30,0.0,0.13,0,0.9830585282689586
Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,24,0.49,0.14,2,0.9997436578162133
Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27,0.21,0.14,2,0.9999999999702229
Cristhian Stuani,uy URU,FW,Girona,es La Liga,37,0.92,0.17,3,0.9999999992318251
Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,22,0.06,0.06,2,0.9999999999999618
Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,22,0.11,0.11,2,0.9999999785009879
Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22,0.0,0.04,4,1.0
Suso,es ESP,"FW,MF",Sevilla,es La Liga,30,0.0,0.3,2,0.9999999405783928
Daniel Svensson,se SWE,"DF,FW",Dortmund,de Bundesliga,22,0.11,0.34,2,0.9999996344110562
Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,20,0.27,0.33,2,0.9999999997766746
Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,30,0.28,0.06,3,0.9995712970813793
Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,28,0.36,0.0,2,0.6616795946649766
Musa Al-Taamari,jo JOR,"FW,MF",Rennes,fr Ligue 1,27,0.16,0.0,0,0.9991884466768063
Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27,0.16,0.08,2,1.0
Haris Tabakovic,ba BIH,FW,Hoffenheim,de Bundesliga,30,0.33,0.11,2,0.9844301052528008
Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32,0.11,0.22,3,0.9999847416848155
Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,eng Premier League,25,0.14,0.23,2,0.9999999999999925
Loum Tchaouna,fr FRA,"FW,MF",Lazio,it Serie A,20,0.14,0.0,6,1.0
Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,19,0.0,0.36,0,0.9999999999699156
Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,19,0.2,0.1,3,1.0
Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,25,0.13,0.26,2,0.9999999987718606
Casper Tengstedt,dk DEN,FW,Hellas Verona,it Serie A,24,0.36,0.06,5,0.9992005392139016
Ramón Terrats,es ESP,"MF,FW",Getafe,es La Liga,23,0.3,0.07,2,0.9999999999999996
Ramón Terrats,es ESP,"MF,FW",Villarreal,es La Liga,23,0.0,0.0,0,0.9999999999992593
Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,27,0.31,0.15,0,0.9579174502892216
Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,31,0.37,0.14,1,1.0
Thiago,br BRA,"FW,MF",Brentford,eng Premier League,23,0.0,0.0,0,0.9999848184960499
Sorba Thomas,wls WAL,"FW,MF",Nantes,fr Ligue 1,24,0.07,0.2,2,1.0
Morten Thorsby,no NOR,"MF,FW",Genoa,it Serie A,28,0.0,0.05,2,0.9999999999999962
Marcus Thuram,fr FRA,FW,Inter,it Serie A,26,0.57,0.16,2,0.9999999976991549
Kieran Tierney,sct SCO,"DF,FW",Arsenal,eng Premier League,27,0.34,0.0,0,1.0
Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,27,0.37,0.11,5,0.9999065793049982
Umut Tohumcu,de GER,"MF,FW",Hoffenheim,de Bundesliga,19,0.0,0.24,0,0.9999999715201509
Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,22,0.29,0.05,2,0.9999999999911733
Pablo Torre,es ESP,"MF,FW",Barcelona,es La Liga,21,0.88,0.29,0,1.0
Ferrán Torres,es ESP,"FW,MF",Barcelona,es La Liga,24,0.81,0.49,5,0.9999999999999964
Bazoumana Touré,ci CIV,"FW,MF",Hoffenheim,de Bundesliga,18,0.0,0.44,2,0.9998970188643018
Adama Traoré,es ESP,"FW,MF",Fulham,eng Premier League,28,0.1,0.36,2,1.0
